1759228_s_at	IG_3708138_3708427-r	358.57	337.23	315.16	340.8	362.2	385.68	351.88	444.54	495.07	946.97	743.15	1010.32	409.66	367.97	341.53	217.685399	418.41	306.53
1759229_s_at	IG_2360232_2360450-r	122.72	132.22	155.56	195.74	193.84	272.18	272.57	198.99	207.98	192.61	187.69	206.56	191.09	188.87	168.78	34.93685	258.27	230.24
1759230_s_at	yiaK	1118.79	1174.65	1179.72	1314.74	1082.65	1153.27	1508.03	1403.77	1490.55	1203.98	1058.54	1057.38	1215.32	1157.93	1001.91	133.25529	1234.29	1216.49
1759231_s_at	ygfY	2040.45	2646.35	2389.96	1823.21	1986.65	1654.85	1459.84	1357.88	1134.41	1528.35	2182.11	1955.8	1589.23	1554.51	1769.96	387.062355	1200.09	1353.38
1759232_s_at	IG_1480885_1481141-r	24.74	19.04	19.92	24.73	24.76	20.32	31.79	26.26	29.8	23.54	24.75	26.09	27.58	21.94	20.17	2.997541	27.62	30.18
1759233_at	yafL	229.83	232.73	262.46	270.43	186.51	211.96	405.04	373.52	380.9	319.24	270.89	288.15	366.28	320.23	306.32	59.889112	280.14	282.55
1759235_at	flgF	32.74	39	34.24	32.07	31.46	17.67	32.63	34.55	35.99	32.58	31.78	32.77	35.22	31.01	32.58	2.875191	32.6	32.87
1759237_s_at	IG_324589_324800-f	830.17	670.55	772.88	580.91	655.27	499.48	1079.67	1246.32	1403.88	766.3	636.41	779.46	947.99	860.44	767.11	226.961326	947.1	914.45
1759239_s_at	cusC	142.04	259.83	162.74	236.19	248.77	260.53	206.98	274.59	289.62	217.38	308.63	167.29	235.8	215.28	161.03	28.497319	201.37	231.15
1759240_s_at	c2985	52.01	57.26	46.93	58.77	56.87	58.24	69.11	66.38	64.35	71.48	57.08	58.56	52.16	57.2	57.19	5.15382	60.69	58.68
1759241_at	ybgO	238.17	266.78	246.92	268.82	269.03	329.76	274.43	301.4	324.95	299.64	244.23	260.68	277.02	269.72	224.27	20.527285	291	318.23
1759242_s_at	lipB	1256.73	1179.76	1100.18	695.03	718.77	1054.3	679.36	760.68	719.55	640.1	545.82	617.84	896.96	861.43	1101.33	215.742056	694.65	693.49
1759245_s_at	IG_847228_847630-r	60.8	57.94	60.5	60.82	68.18	60.44	57	55.74	61.54	62.42	59.23	61.19	67.03	60.74	61.68	2.09341	66.27	61.98
1759247_at	lit	539.6	549.12	550.49	593.45	590.53	600.53	574.75	548.46	496.3	509.33	549.96	494.25	579.22	530.66	532.34	25.243642	532.25	551.82
1759248_at	hsdR	1486.7	1401.7	1324.18	1609.07	1368.25	1567.01	1367.26	994.4	1023.26	1927.61	2100.75	1756.97	1063.3	1186	1118.56	318.591944	1100.17	1192.29
1759252_s_at	IG_2943865_2944102-r	526.55	507.42	485.54	223.68	346.57	255.49	346.41	397.7	398.8	244.95	236.12	278.48	358.8	377.67	367.48	90.230734	346.51	346.77
1759254_at	c4973	303	679.09	402.5	335.06	345.79	525.68	308.55	344.51	560.29	481.2	149.27	248.57	615.8	430.01	143.82	79.486468	276.13	246.65
1759255_at	yhcE	612.44	551.78	604.5	542.97	551.98	598.86	814.32	824.56	725.67	721.87	741.79	621.28	628.57	679.32	631.39	80.966006	602.02	634.64
1759256_s_at	Z2189	13.94	12.83	13.78	19.8	14.58	16.08	18.62	18.3	15.65	21.56	16.05	17.53	15.55	15.75	15.64	1.73702	16.14	18.65
1759257_s_at	c0488	384.15	462.13	287.41	303.16	377.81	302.02	446.43	477.88	556.98	360.4	207.35	322.54	439.85	370.5	303.07	67.054658	405.64	384.68
1759259_at	sgcE	719.56	648.7	583.35	648.76	584.14	518.74	865.7	706.46	741.74	651.39	650.12	626.17	735.15	690.83	659.14	64.4401	634.52	586.1
1759264_s_at	yeiA	919.67	873.42	878.38	1088.57	1000	739.03	1254.85	1124.9	1217.42	1452.59	1143.26	1302.09	1029.69	946.95	874.66	173.92415	1164.47	1380.28
1759265_s_at	ybeM	33.19	33.22	25.46	33.1	33.73	51.57	20.91	40.87	35.21	33.21	33.24	38.96	41.03	33.16	33.16	3.103329	33.17	33.21
1759266_at	yagH	150	261.88	179.48	224.13	252.15	85.1	278.43	418.1	471.42	356.67	380.29	345.24	213.88	249.27	170.51	90.867285	411.33	239.07
1759269_at	ykfF	418.63	266.44	362.77	327.13	219.51	157.58	680.98	649.06	618.15	516.48	449.05	469.43	495.62	554.62	445.33	143.076329	516.97	512.98
1759274_s_at	IG_2997938_2998366-r	158.38	156.93	127.74	193.06	204.06	217.09	202.26	174.51	216.64	252.72	161.48	163.81	160.76	156.32	162.43	23.565349	164.54	162.84
